ownerName,ownershipStatus,dataConfidenceTier,dataConfidenceScore,actionabilityGate,recordCount,protectedIpCount,legalOwnerRecordCount,breederSignalRecordCount,relevantIpRecordCount,isCompanyProfile,isParentRollup,entityLikeName,publicOrgName,companyWebsite,companyContactUrl,topCrops,topJurisdictions,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,rawEvidenceRoles,rawEvidenceExamples,confidenceReasons,auditIssues,recommendedNextStep
Pryimachuk Liubov Stepanivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Strawberry 4,UA 4,,,,cpvoBreeder:4,CPVO: 2009-12-15 - Strawberry - Stefaniia - 09084002 (cpvoBreeder) | CPVO: 2009-12-15 - Strawberry - Stefaniia - 09084002 (cpvoBreeder) | CPVO: 2009-12-15 - Strawberry - Radoslavka - 09084003 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Gubina LYuBOV' EMEL'YaNOVNA,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,RU 4,,,,cpvoBreeder:4,CPVO: 2008-07-31 - Grape - RYaBINSKIJ - 48637 (cpvoBreeder) | CPVO: 2008-07-31 - Grape - LYuBAVA - 48634 (cpvoBreeder) | CPVO: 2008-01-14 - Grape - RYaBINSKIJ - 47437 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Paul Brookfield,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,UY 3 | BR 1,,,,cpvoBreeder:5,CPVO: 2003-04-01 - Apple - BAIGENT - 1997148 (cpvoBreeder) | CPVO: 2002-03-13 - Apple - BAIGENT - 218060003152001 (cpvoBreeder) | CPVO: 2001-08-18 - Apple - BAIGENT - 200017 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
José Piñero Bernal,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Peach 4,ES 2 | QZ 2,,,,cpvoBreeder:4,CPVO: 2020-06-04 - Peach - PIPAY - 20205552 (cpvoBreeder) | CPVO: 2020-05-28 - Peach - PIPAY - 20200160 (cpvoBreeder) | CPVO: Peach - PIPAY - RVC20200160 (ES) (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Juan Antonio Gomez Marin,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Citrus 4,QZ 3 | ES 1,,,,cpvoBreeder:3,CPVO: 2020-04-08 - Citrus - SUMMER_PRIM - RVC20140117 (ES) (cpvoBreeder) | CPVO: 2020-04-08 - Citrus - SUMMER PRIM - 20140117 (cpvoBreeder) | CPVO: 2020-04-08 - Citrus - SUMMER PRIM - RVC20140117 (ES) (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Oliver Gómez Candel,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Peach 4,ES 2 | QZ 2,,,,cpvoBreeder:4,CPVO: 2019-07-05 - Peach - PLATERO - 20195500 (cpvoBreeder) | CPVO: 2019-07-05 - Peach - PLATERO - 20190200 (cpvoBreeder) | CPVO: Peach - PLATERO - RVC20190200 (ES) (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Wilbert Ronald,breeder_only_signal,unverified,15,holder_verification_required,4,2,0,4,2,False,False,False,False,,,Apple-Crab-Ornamental 2 | Apple 2,US 4,Jeffries Nurseries Ltd.,USPTO breeder string contains entity hint 'Jeffries Nurseries Ltd.'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP35109,breeder:2 | inventor:2,"USPTO: 2023-04-18 - Apple-Crab-Ornamental - Jefwall - USPP 35,109 (breeder, inventor) | USPTO: 2023-04-11 - Apple-Crab-Ornamental - Jefnite - USPP 35,089 (breeder, inventor)",protected IP present | candidate parent needs holder verification,,No urgent action; revisit after higher-priority profiles.
Andrusyk Halyna Serhiivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,2,False,False,False,False,,,Raspberry 2 | Currant-Black 2,UA 4,,,,cpvoBreeder:4,CPVO: 2014-12-23 - Raspberry - Vidbirna - 14296007 (cpvoBreeder) | CPVO: 2014-12-23 - Raspberry - Vidbirna - 14296007 (cpvoBreeder) | CPVO: 2007-01-26 - Currant-Black - Aspirants`ka - 07083001 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
P. Gercheva,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Plum 4,BG 4,,,,cpvoBreeder:3,CPVO: 2012-05-31 - Plum - Rozita - 815 (cpvoBreeder) | CPVO: 2009-03-18 - Plum - Rozita - 2121/47 (cpvoBreeder) | CPVO: 2008-04-14 - Plum - Kosara - 1830/68 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Riabova Hanna Mykolaivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Peach 2 | Cherry-Sweet 2,UA 4,,,,cpvoBreeder:4,CPVO: 2010-01-11 - Peach - Mirianin - 10079008 (cpvoBreeder) | CPVO: 2010-01-11 - Peach - Mirianin - 10079008 (cpvoBreeder) | CPVO: 2008-10-13 - Cherry-Sweet - Znatna - 08085002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
PRONChENKO YuRIJ EVGEN'EVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,RU 4,,,,cpvoBreeder:4,CPVO: 2009-01-27 - Apple - GALAKUB - 45017 (cpvoBreeder) | CPVO: 2009-01-27 - Apple - FUDZhIK - 45015 (cpvoBreeder) | CPVO: 2007-01-25 - Apple - GALAKUB - 45016 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Dubrovin Sergej DMITRIEVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,RU 4,,,,cpvoBreeder:4,CPVO: 2009-01-11 - Apple - SOLNEChNOE - 46047 (cpvoBreeder) | CPVO: 2009-01-11 - Apple - KRASNYJ DAR - 46049 (cpvoBreeder) | CPVO: 2007-09-18 - Apple - SOLNEChNOE - 46048 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Desna Aleksej VITAL'EVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,RU 4,,,,cpvoBreeder:4,CPVO: 2009-01-11 - Apple - SOLNEChNOE - 46047 (cpvoBreeder) | CPVO: 2009-01-11 - Apple - KRASNYJ DAR - 46049 (cpvoBreeder) | CPVO: 2007-09-18 - Apple - SOLNEChNOE - 46048 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Nikonenko Mykhailo Mykolaiovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,UA 4,,,,cpvoBreeder:4,CPVO: 2008-07-01 - Apple - Plamenne - 06086005 (cpvoBreeder) | CPVO: 2008-07-01 - Apple - 5328 - 06086005 (cpvoBreeder) | CPVO: 2008-01-23 - Apple - Plamenne - 06086005 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Tsekhmistrenko Petro IUkhymovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,UA 4,,,,cpvoBreeder:4,CPVO: 2008-07-01 - Apple - Plamenne - 06086005 (cpvoBreeder) | CPVO: 2008-07-01 - Apple - 5328 - 06086005 (cpvoBreeder) | CPVO: 2008-01-23 - Apple - Plamenne - 06086005 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Ro Leonid Mykhailovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,UA 4,,,,cpvoBreeder:4,CPVO: 2008-07-01 - Apple - Plamenne - 06086005 (cpvoBreeder) | CPVO: 2008-07-01 - Apple - 5328 - 06086005 (cpvoBreeder) | CPVO: 2008-01-23 - Apple - Plamenne - 06086005 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Nam Irina YaNOVNA,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Raspberry 4,RU 4,,,,cpvoBreeder:4,CPVO: 2008-05-14 - Raspberry - YaNTARNAYa - 42144 (cpvoBreeder) | CPVO: 2008-01-14 - Raspberry - YaNTARNAYa - 42143 (cpvoBreeder) | CPVO: 2006-01-17 - Raspberry - BRILLIANTOVAYa - 40658 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Dada Mariia Dmytrivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,cpvoBreeder:4,CPVO: 2007-01-11 - Grape - Tairovskyi - 4 - 05073004 (cpvoBreeder) | CPVO: 2007-01-11 - Grape - Tairovskyi - 4 - 05073004 (cpvoBreeder) | CPVO: 2007-01-11 - Grape - Dobrynia - 05073004 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Morhunenko Ol`ha Hryhorivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,cpvoBreeder:2,CPVO: 2007-01-11 - Grape - Kyshmysh tairovs`kyi - 05073007 (cpvoBreeder) | CPVO: 2007-01-11 - Grape - Kyshmysh tairovs`kyi - 05073007 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Ruzhyts`ka Iryna Vasylivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,cpvoBreeder:4,CPVO: 2006-01-01 - Grape - Smiena - 90073020 (cpvoBreeder) | CPVO: 2006-01-01 - Grape - Smiena - 90073020 (cpvoBreeder) | CPVO: 2006-01-01 - Grape - Smena - 90073020 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Kalashnikov IUrii Mykolaiovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,cpvoBreeder:4,CPVO: 2005-01-14 - Grape - Shokoladnyi - 05073001 (cpvoBreeder) | CPVO: 2005-01-14 - Grape - Shokoladnyi - 05073001 (cpvoBreeder) | CPVO: 2004-11-09 - Grape - Muskat Livadiia - 04073002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Yurchenko Volodymyr IUriiovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,cpvoBreeder:4,CPVO: 2005-01-14 - Grape - Shokoladnyi - 05073001 (cpvoBreeder) | CPVO: 2005-01-14 - Grape - Shokoladnyi - 05073001 (cpvoBreeder) | CPVO: 2004-11-09 - Grape - Muskat Livadiia - 04073002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Kostik Mariia Antonivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Grape 4,UA 4,,,,cpvoBreeder:4,CPVO: 2005-01-14 - Grape - Shokoladnyi - 05073001 (cpvoBreeder) | CPVO: 2005-01-14 - Grape - Shokoladnyi - 05073001 (cpvoBreeder) | CPVO: 2004-11-09 - Grape - Muskat Livadiia - 04073002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Jose Leal Moreno,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Pear 4,QZ 2 | ES 2,,,,cpvoBreeder:4,CPVO: 2018-02-21 - Pear - GEVOREÑA - RVP20114995 (ES) (cpvoBreeder) | CPVO: 2018-02-21 - Pear - GEVOREÑA - 20114995 (cpvoBreeder) | CPVO: 2018-01-30 - Pear - GEVOREÑA - 20110268 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
KGB ASSOCIATION,breeder_only_signal,unverified,23,legal_entity_profile_needed,4,1,0,4,4,False,False,True,False,,,Citrus 4,QZ 2 | ES 2,,,,cpvoBreeder:4,CPVO: 2015-04-25 - Citrus - BENNY - RVP20074752 (ES) (cpvoBreeder) | CPVO: 2015-04-25 - Citrus - BENNY - 20074752 (cpvoBreeder) | CPVO: 2014-12-26 - Citrus - BENNY - RVC20070366 (ES) (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Delbard Arnaud,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Apple 4,US 3 | IT 1,,,,cpvoBreeder:4,CPVO: 2015-01-13 - Apple - Delcored - 13815714_2 (cpvoBreeder) | CPVO: 2015-01-13 - Apple - Delcored - 13815714_3 (cpvoBreeder) | CPVO: 2014-11-17 - Apple - Delfloga - 0009NV/2001_0009NV/2001 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Dorosh Olena Vasylivna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Raspberry 4,UA 4,,,,cpvoBreeder:4,CPVO: 2007-01-11 - Raspberry - Fenomen - 99077002 (cpvoBreeder) | CPVO: 2007-01-11 - Raspberry - Fenomen - 99077002 (cpvoBreeder) | CPVO: 2007-01-11 - Raspberry - 37716 - 99077002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Honchar Halyna Kindrativna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Raspberry 4,UA 4,,,,cpvoBreeder:4,CPVO: 2007-01-11 - Raspberry - Fenomen - 99077002 (cpvoBreeder) | CPVO: 2007-01-11 - Raspberry - Fenomen - 99077002 (cpvoBreeder) | CPVO: 2007-01-11 - Raspberry - 37716 - 99077002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Diadchenko Dmytro Olehovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,UA 4,,,,cpvoBreeder:4,CPVO: 2005-11-04 - Apple - KD 5 - 05086007 (cpvoBreeder) | CPVO: 2005-11-04 - Apple - KD 5 - 05086007 (cpvoBreeder) | CPVO: 2005-11-04 - Apple - KD 4 - 05086006 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Diadchenko Oleh Kostiantynovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,UA 4,,,,cpvoBreeder:4,CPVO: 2005-11-04 - Apple - KD 5 - 05086007 (cpvoBreeder) | CPVO: 2005-11-04 - Apple - KD 5 - 05086007 (cpvoBreeder) | CPVO: 2005-11-04 - Apple - KD 4 - 05086006 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
SYuBAROV Aleksej EFIMOVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,RU 4,,,,cpvoBreeder:4,CPVO: 2003-03-03 - Apple - PAMYaT' SYuBAROVOJ - 37940 (cpvoBreeder) | CPVO: 2003-03-03 - Apple - ChARAVNITSA - 37950 (cpvoBreeder) | CPVO: 2002-01-24 - Apple - PAMYaT' SYuBAROVOJ - 26735 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
BAYaNDINA Antonida Grigor'Evna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apple 4,RU 4,,,,cpvoBreeder:4,CPVO: 2002-07-08 - Apple - PRIZEMLENNOE - 36524 (cpvoBreeder) | CPVO: 2002-05-20 - Apple - PODSNEZhNIK - 36533 (cpvoBreeder) | CPVO: 2001-12-18 - Apple - PRIZEMLENNOE - 22838 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Marchetti Enriko,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Strawberry 4,RU 4,,,,cpvoBreeder:4,CPVO: 2019-03-05 - Strawberry - NF 421 - 54604 (cpvoBreeder) | CPVO: 2014-01-24 - Strawberry - NF 311 - 54602 (cpvoBreeder) | CPVO: 2014-01-24 - Strawberry - NF 205 - 54606 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
MOLChANOV Vasilij ALEKSEEVICh,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apricot 4,RU 4,,,,cpvoBreeder:4,CPVO: 2007-08-13 - Apricot - PERVENETS SAMARY - 43013 (cpvoBreeder) | CPVO: 2007-08-13 - Apricot - KUJBYShEVSKIJ YuBILEJNYJ - 43012 (cpvoBreeder) | CPVO: 2005-12-08 - Apricot - PERVENETS SAMARY - 41039 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Adam Piekło,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,4,False,False,False,False,,,Apricot 4,PL 4,,,,cpvoBreeder:4,CPVO: 2006-02-16 - Apricot - Łańcut - O S92 (cpvoBreeder) | CPVO: 2006-02-16 - Apricot - Podkarpacka - O S93 (cpvoBreeder) | CPVO: 2006-02-08 - Apricot - Łańcut - R S715 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
H. Wang,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Blueberry 2 | Apple 1 | Pear 1,US 4,,,,breeder:1 | inventor:1,"USPTO: 2025-04-28 - Blueberry - Biyu (碧玉; translation ""jade"") - HortScience 60(5):810-811 (breeder, inventor)",protected IP present,,No urgent action; revisit after higher-priority profiles.
MEREZhKO Ol'Ga Evgen'Evna,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Apple 4,RU 4,,,,cpvoBreeder:4,CPVO: 2017-05-30 - Apple - ZIMNEE - 54008 (cpvoBreeder) | CPVO: 2017-01-19 - Apple - ORENBURGSKOE POZDNEE - 59066 (cpvoBreeder) | CPVO: 2012-01-24 - Apple - TRUDOVOE - 52198 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Netrebs`kyi Viktor Petrovych,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Strawberry 4,UA 4,,,,cpvoBreeder:4,CPVO: 2015-12-11 - Strawberry - Samson - 10084003 (cpvoBreeder) | CPVO: 2014-11-06 - Strawberry - Samson - 10084003 (cpvoBreeder) | CPVO: 2005-01-01 - Strawberry - KH 11-8 - 03084002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Gavrilina Zlata Mihajlovna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,3,False,False,False,False,,,Plum 2 | Prunus 1 | Pear 1,RU 4,,,,cpvoBreeder:2,CPVO: 2002-02-04 - Plum - PODAROK SANKT-PETERBURGU - 35635 (cpvoBreeder) | CPVO: 1999-01-25 - Plum - PODAROK SANKT-PETERBURGU - 28646 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
ZhUK Vanda Stanislavovna,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,2,False,False,False,False,,,Cherry-Tart 2 | Cherry-Sweet 2,RU 4,,,,cpvoBreeder:4,CPVO: 2003-09-26 - Cherry-Tart - ZhYVITSA - 37916 (cpvoBreeder) | CPVO: 2003-09-26 - Cherry-Sweet - GRONKAVAYa - 37920 (cpvoBreeder) | CPVO: 2002-01-25 - Cherry-Sweet - GRONKAVAYa - 24872 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
ChAPLIEVA Vera Vladimirovna,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Apple 3 | Apricot 1,RU 4,,,,cpvoBreeder:3,CPVO: 1996-03-22 - Apple - 713150 - 28611 (cpvoBreeder) | CPVO: 1996-03-22 - Apple - 62223 - 28612 (cpvoBreeder) | CPVO: 1996-01-23 - Apple - 675(32) - 27916 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Vicente Barber Perez,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Citrus 4,ES 2 | QZ 2,,,,cpvoBreeder:4,CPVO: 2009-08-15 - Citrus - BARBERINA - 19994268 (cpvoBreeder) | CPVO: 2009-08-15 - Citrus - BARBERINA - RVP19994268 (ES) (cpvoBreeder) | CPVO: 2004-10-08 - Citrus - BARBERINA - RVC19990331 (ES) (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Yer`omin Henadii Viktorovych,breeder_only_signal,unverified,23,triage_queue,4,2,0,4,2,False,False,False,False,,,Cherry-Tart 2 | Plum 2,UA 4,,,,cpvoBreeder:2,CPVO: 2003-11-26 - Plum - Viesiennieie plamia - 03072001 (cpvoBreeder) | CPVO: 2003-11-26 - Plum - Viesiennieie plamia - 03072001 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Sedin Aleksej ANATOL'EVICh,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,3,False,False,False,False,,,Plum 3 | Gooseberry 1,RU 4,,,,cpvoBreeder:3,CPVO: 2002-12-25 - Plum - PODAROK SAD-GIGANTU - 35074 (cpvoBreeder) | CPVO: 2002-12-25 - Plum - EVGENIYa - 35073 (cpvoBreeder) | CPVO: 2002-12-25 - Plum - DYNNAYa - 33762 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
YaKOVLEVA Svetlana Stanislavovna,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Pear 4,RU 4,,,,cpvoBreeder:4,CPVO: 2014-02-12 - Pear - IRISTA - 61166 (cpvoBreeder) | CPVO: 2013-01-21 - Pear - IRISTA - 38951 (cpvoBreeder) | CPVO: 2004-12-10 - Pear - FEVRAL'SKIJ SUVENIR - 37267 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Kireieva Liudmyla Kostiantynivna,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Grape 3 | Apricot 1,UA 4,,,,cpvoBreeder:3,CPVO: 2010-02-18 - Grape - Pivdennoberezhnyi - 10073001 (cpvoBreeder) | CPVO: 2010-02-18 - Grape - Pivdennoberezhnyi - 10073001 (cpvoBreeder) | CPVO: 2007-08-01 - Grape - Hranatovyi Maharacha - 07073009 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
MYaLIK MARIYa Grigor'Evna,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Pear 2 | Plum 2,RU 4,,,,cpvoBreeder:2,CPVO: 2013-01-21 - Pear - PROSTO MARIYa - 45892 (cpvoBreeder) | CPVO: 2002-01-14 - Pear - BELORUSSKAYa POZDNYaYa - 5938 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
ShchAPOV Nikolaj SEMENOVICh,breeder_only_signal,unverified,23,triage_queue,4,1,0,4,4,False,False,False,False,,,Raspberry 4,RU 4,,,,cpvoBreeder:4,CPVO: 2010-12-27 - Raspberry - PRELEST' - 32202 (cpvoBreeder) | CPVO: 2010-12-27 - Raspberry - BERDSKAYa - 32200 (cpvoBreeder) | CPVO: 2009-06-26 - Raspberry - PERSIKOVAYa - 42386 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Stichting Dlo-Centrum,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 3 | Apple 1,BE 3 | ES 1,,,,cpvoBreeder:11,CPVO: 1999-12-20 - Strawberry - Pavana - 19960803 (cpvoBreeder) | CPVO: 1998-10-05 - Apple - Santana - 19960435 (cpvoBreeder) | CPVO: 1997-05-19 - Pear - Verdi - 19950660 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Dusheiko Andrii Petrovych,breeder_only_signal,unverified,23,triage_queue,4,3,0,4,4,False,False,False,False,,,Raspberry 3 | Pear 1,UA 4,,,,cpvoBreeder:3,CPVO: 2006-04-19 - Raspberry - Promin` - 03077001 (cpvoBreeder) | CPVO: 2006-04-19 - Raspberry - Hibryd № 4 - 03077001 (cpvoBreeder) | CPVO: 2003-11-17 - Raspberry - Osinnia - 03077002 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
M.R.V. Langford,breeder_only_signal,unverified,23,triage_queue,4,3,0,4,4,False,False,False,False,,,Peach 4,JP 1 | ES 1 | NZ 1 | US 1,,,,cpvoBreeder:1,CPVO: 1992-10-26 - Peach - SNOW DIAMOND - 19923282 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Franz Waldner,breeder_only_signal,unverified,23,triage_queue,4,3,0,4,4,False,False,False,False,,,Apple 4,DE 1 | BE 1 | US 1 | GB 1,,,,cpvoBreeder:3,CPVO: 1985-09-30 - Apple - Meran - APF 00016 (cpvoBreeder) | CPVO: 1985-03-19 - Apple - MERAN - 90055 (cpvoBreeder) | CPVO: Apple - MERAN - 9/74 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Sugahara Shinji,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,JP 4,,,,cpvoBreeder:4,CPVO: 2001-03-28 - Strawberry - P STRA - 10148 (cpvoBreeder) | CPVO: 2001-03-28 - Strawberry - I STRA - 10149 (cpvoBreeder) | CPVO: 1994-03-23 - Strawberry - AKANEKKO - 5097 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Horst Unger,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,DE 4,,,,cpvoBreeder:8,CPVO: 2000-12-18 - Strawberry - Sommertraum - EDB 00271 (cpvoBreeder) | CPVO: 2000-12-18 - Strawberry - Fragana - EDB 00269 (cpvoBreeder) | CPVO: 1998-12-07 - Strawberry - Megana - EDB 00245 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Gargiulo Angelo,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,IT 4,,,,cpvoBreeder:4,CPVO: 1996-03-27 - Grape - Sublima Seedless - 0011NV/1996_0011NV/1996 (cpvoBreeder) | CPVO: 1996-03-27 - Grape - Diamante - 0009NV/1996_0009NV/1996 (cpvoBreeder) | CPVO: 1996-03-27 - Grape - Big Perlon - 0008NV/1996_0008NV/1996 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Kinoshita Mitsuko,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Strawberry 4,JP 4,,,,cpvoBreeder:4,CPVO: 1996-02-27 - Strawberry - AKASHANOMIHARU - 5920 (cpvoBreeder) | CPVO: 1995-08-17 - Strawberry - AKASHANOMITSUKO - 5306 (cpvoBreeder) | CPVO: 1992-06-01 - Strawberry - NYU TOYONOKA - 5307 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
Omori Toyonori,breeder_only_signal,unverified,23,triage_queue,4,4,0,4,4,False,False,False,False,,,Grape 4,JP 4,,,,cpvoBreeder:4,CPVO: 1989-09-14 - Grape - BLACK SANJAKU - 2125 (cpvoBreeder) | CPVO: 1989-07-15 - Grape - RYOGYOKU - 2122 (cpvoBreeder) | CPVO: 1989-03-27 - Grape - SETO GIANTS - 2124 (cpvoBreeder),protected IP present,,No urgent action; revisit after higher-priority profiles.
