ownerName,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,dataConfidenceTier,dataConfidenceScore,actionabilityGate,auditPriority,recordCount,legalOwnerRecordCount,breederSignalRecordCount,topCrops,topJurisdictions,rawEvidenceRoles,rawEvidenceExamples,recommendedNextStep
Ca Fresno,,,,unverified,0,holder_verification_required,critical,30,0,30,Plum 11 | Nectarine 8 | Peach 5 | Apricot 3,US 30,,,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Geremías Rodríguez Bautista,,,,unverified,0,holder_verification_required,high,30,0,30,Blackberry 24 | Raspberry 4 | Rubus 2,MX 15 | QZ 8 | US 7,breeder:19 | inventor:19 | cpvoBreeder:26,"USPTO: 2025-10-17 - Blackberry - Eréndira - USPVP 202300129 (breeder, inventor) | USPTO: 2025-10-17 - Blackberry - Yunuhen (Yunhuen in USA) - USPVP 202300131 (breeder, inventor) | USPTO: 2024-03-22 - Blackberry - SPZP01 - MX PBR 3394 (breeder, inventor)",Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Frederico Denardi,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP33835,unverified,0,holder_verification_required,high,30,0,30,Apple 30,US 11 | BR 9 | QZ 4 | GB 3,breeder:1 | inventor:1 | cpvoBreeder:33,"USPTO: 2022-01-11 - Apple - Isadora - USPP 33,835 (breeder, inventor) | CPVO: 2025-07-29 - Apple - Venice - 2450 (cpvoBreeder) | CPVO: 2025-07-29 - Apple - SCS443 Isadora - 2448 (cpvoBreeder)",Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
"Bacon Terry A.,Frett Terrence J.",,,,unverified,0,holder_verification_required,high,30,0,30,Grape 24 | Peach 2 | Cherry-Sweet 2 | Plum 1,US 18 | PE 12,cpvoBreeder:33,CPVO: 2026-01-27 - Grape - SUGRA67 - 19041826 (cpvoBreeder) | CPVO: 2026-01-20 - Grape - SUGRA64 - 19041440 (cpvoBreeder) | CPVO: 2025-11-11 - Plum - SUPLUM65 - 19303050 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Daurova Elena Aleksandrovna,,,,unverified,0,holder_verification_required,high,30,0,30,Grape 25 | Plum 3 | Cherry-Tart 1 | Cherry-Sweet 1,RU 30,cpvoBreeder:13,CPVO: 2019-09-04 - Grape - ShARDONE MIL'STRIM - 60919 (cpvoBreeder) | CPVO: 2017-01-19 - Grape - AL'KOR - 46911 (cpvoBreeder) | CPVO: 2016-10-31 - Grape - AL'KOR - 46912 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Dr. Norbert Becker im Staatl. Weinbauinstitut,,,,unverified,0,holder_verification_required,high,30,0,30,Grape 30,DE 30,cpvoBreeder:30,CPVO: 2019-01-10 - Grape - Cabernet Cantor - RBE 00251 (cpvoBreeder) | CPVO: 2017-02-20 - Grape - Osella - RBE 00751 (cpvoBreeder) | CPVO: 2017-02-20 - Grape - Garantos - RBE 00752 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Kulagina Vera Lavrent'Evna,,,,unverified,0,holder_verification_required,high,30,0,30,Raspberry 30,RU 30,cpvoBreeder:30,CPVO: 2017-02-28 - Raspberry - POKLON KAZAKOVU - 60860 (cpvoBreeder) | CPVO: 2017-02-28 - Raspberry - PODAROK KAShINU - 61910 (cpvoBreeder) | CPVO: 2017-01-19 - Raspberry - POKLON KAZAKOVU - 60859 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Gerhard Sundermeyer,,,,unverified,0,holder_verification_required,critical,29,0,29,Apple 29,DE 6 | QZ 5 | US 4 | CL 2,cpvoBreeder:26,CPVO: 2025-12-18 - Apple - GS 662 - APF 00973 (cpvoBreeder) | CPVO: 2024-12-23 - Apple - Denomination not available - APF 01035 (cpvoBreeder) | CPVO: 2023-09-30 - Apple - SUNSPARK - 9/320 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Terence L. Robinson,,,,unverified,0,holder_verification_required,critical,29,0,29,Apple 29,QZ 15 | BR 7 | JP 4 | US 3,cpvoBreeder:15,CPVO: 2025-07-07 - Apple - G 890 - 20200194 (cpvoBreeder) | CPVO: 2025-06-17 - Apple - G.484 - 20251247 (cpvoBreeder) | CPVO: 2025-06-17 - Apple - G.257 - 20251249 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Yoshioka Terutaka,,,,unverified,0,holder_verification_required,critical,29,0,29,Citrus 29,JP 24 | CA 3 | NZ 1 | US 1,cpvoBreeder:36,CPVO: 2025-12-23 - Citrus - HAYASE - 19037025 (cpvoBreeder) | CPVO: 2022-06-09 - Citrus - ASUKI - 32235 (cpvoBreeder) | CPVO: 2019-10-18 - Citrus - Rinoka - 102019000507 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Berthold O. Bergh,,,,unverified,0,holder_verification_required,critical,29,0,29,Avocado 29,US 13 | QZ 10 | NZ 2 | IL 2,cpvoBreeder:27,CPVO: 2025-08-28 - Avocado - BL555-2 - 218060002342025 (cpvoBreeder) | CPVO: 2019-09-02 - Avocado - UC 3295 - 20030803 (cpvoBreeder) | CPVO: 2019-09-02 - Avocado - 3-29-5 - 20030803 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
E.Bellini,,,,unverified,0,holder_verification_required,critical,29,0,29,Peach 26 | Plum 3,QZ 12 | ES 12 | FR 5,cpvoBreeder:11,CPVO: 2010-10-20 - Peach - MARIA_CARLA - RVC19130035 (ES)_PRUNU_PER_MARIA_CARLA (cpvoBreeder) | CPVO: 2010-10-20 - Peach - MARIA CARLA - 19130035 (cpvoBreeder) | CPVO: 1993-03-15 - Peach - MARIA CARLA - 19861542 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Zima Jan,,,,unverified,0,holder_verification_required,critical,29,0,29,Apple 29,US 21 | NZ 4 | BR 3 | QZ 1,cpvoBreeder:41,CPVO: 2026-04-17 - Apple - Lyra - 2025263007 (cpvoBreeder) | CPVO: 2025-09-02 - Apple - UEB 6481 - v 2025 0013 (cpvoBreeder) | CPVO: 2025-09-02 - Apple - UEB 47021 - v 2025 0012 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Prah Anton VLADIMIROVICh,,,,unverified,0,holder_verification_required,critical,29,0,29,Grape 22 | Prunus 4 | Plum 2 | Apple 1,RU 29,cpvoBreeder:16,CPVO: 2020-06-04 - Grape - VLADIMIR - 75352 (cpvoBreeder) | CPVO: 2019-05-13 - Grape - KURChANSKIJ - 58566 (cpvoBreeder) | CPVO: 2019-05-13 - Grape - DMITRIJ - 60920 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Olejnikov Nikolaj PETROVICh,,,,unverified,0,holder_verification_required,critical,29,0,29,Grape 29,RU 29,cpvoBreeder:29,CPVO: 2019-09-19 - Grape - STELLA - 79010 (cpvoBreeder) | CPVO: 2019-09-19 - Grape - NIKA - 79004 (cpvoBreeder) | CPVO: 2019-09-19 - Grape - ARTEK - 79006 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kostik MARIYa Antonovna,,,,unverified,0,holder_verification_required,critical,29,0,29,Grape 29,RU 29,cpvoBreeder:28,CPVO: 2017-01-19 - Grape - OLEG - 42787 (cpvoBreeder) | CPVO: 2017-01-19 - Grape - LIVADIJSKIJ ChERNYJ - 42786 (cpvoBreeder) | CPVO: 2017-01-19 - Grape - GURZUFSKIJ ROZOVYJ - 42783 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
ShEVChENKO Valentina Ivanovna,,,,unverified,0,holder_verification_required,critical,29,0,29,Apple 10 | Grape 9 | Blueberry 8 | Cherry-Tart 2,RU 29,cpvoBreeder:10,CPVO: 2007-12-04 - Apple - BAGRYaNYJ TSVET - 47094 (cpvoBreeder) | CPVO: 2007-03-05 - Apple - YuBILEJNOE ShEVChENKO - 44652 (cpvoBreeder) | CPVO: 2007-03-05 - Apple - MINUSINSKOE LETNEE - 44651 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Mazunina Nina Fedorovna,,,,unverified,0,holder_verification_required,critical,29,0,29,Apple 25 | Grape 2 | Prunus 2,RU 29,cpvoBreeder:25,CPVO: 2017-05-30 - Apple - ZIMNEE - 54008 (cpvoBreeder) | CPVO: 2017-01-19 - Apple - ORENBURGSKOE POZDNEE - 59066 (cpvoBreeder) | CPVO: 2012-01-24 - Apple - TRUDOVOE - 52198 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Boches Peter Stefan,,,,unverified,0,holder_verification_required,critical,29,0,29,Blueberry 27 | Rubus 2,US 29,cpvoBreeder:52,CPVO: 2025-09-04 - Blueberry - FCE18-015 - 19063460 (cpvoBreeder) | CPVO: 2025-07-16 - Blueberry - FC16-003 - 25-12143 (cpvoBreeder) | CPVO: 2025-02-11 - Blueberry - FC13-113 - 18421345 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Friday Paul Jan,,,,unverified,0,holder_verification_required,critical,29,0,29,Peach 29,US 29,cpvoBreeder:29,CPVO: 2016-03-08 - Peach - P.F. Fashionably Late - 13573994 (cpvoBreeder) | CPVO: 2015-11-10 - Peach - P.F. Late 8 Ball - 13573996 (cpvoBreeder) | CPVO: 2015-08-04 - Peach - P.F. Legendary - 13573991 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
"David M. Brazelton, Adam L. Wagner",,,,unverified,0,holder_verification_required,high,29,0,29,Blueberry 29,CL 19 | KR 7 | GE 2 | MX 1,cpvoBreeder:87,CPVO: 2025-08-01 - Blueberry - FC13-122 - 102025000297 (cpvoBreeder) | CPVO: 2025-08-01 - Blueberry - FC13-083 - 102025000298 (cpvoBreeder) | CPVO: 2024-12-10 - Blueberry - ZF08-029 - 102024000485 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Fred M. Cook,,,,unverified,0,holder_verification_required,high,29,0,29,Raspberry 21 | Blackberry 5 | Rubus 3,QZ 19 | US 10,cpvoBreeder:32,CPVO: 2012-06-04 - Raspberry - Driscoll Madonna - 20080211 (cpvoBreeder) | CPVO: 2012-06-04 - Raspberry - Driscoll Estrella - 20080215 (cpvoBreeder) | CPVO: 2012-05-07 - Blackberry - Driscoll Eureka - 20080213 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Isakova Margarita Germanovna,,,,unverified,0,holder_verification_required,high,29,0,29,Plum 12 | Cherry-Tart 9 | Prunus 8,RU 29,cpvoBreeder:29,CPVO: 2019-12-25 - Cherry-Tart - VITA - 58293 (cpvoBreeder) | CPVO: 2019-09-09 - Plum - ShELEST - 78784 (cpvoBreeder) | CPVO: 2019-09-04 - Prunus - SEVERYaNKA - 71892 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Eevi Jaama 50% Arthur Jaama 50%,,,,unverified,0,holder_verification_required,high,29,0,29,Plum 21 | Cherry-Sweet 8,EE 15 | QZ 14,,,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
SDR Fruit LLC,,,,unverified,9,legal_entity_profile_needed,high,28,0,28,Apricot 20 | Plum 4 | Cherry-Sweet 4,QZ 15 | FR 8 | CH 4 | CL 1,cpvoBreeder:28,CPVO: 2017-01-31 - Plum - GRENADINE - 4046644.0 (FR) (cpvoBreeder) | CPVO: 2017-01-31 - Cherry-Sweet - FRISCO - 4057411.0 (FR) (cpvoBreeder) | CPVO: 2017-01-01 - Plum - Grenadine - 4046644 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Takahashi Chukichi,,,,unverified,0,holder_verification_required,critical,28,0,28,Peach 24 | Nectarine 4,JP 18 | NZ 3 | KR 3 | AU 3,cpvoBreeder:22,CPVO: 2024-10-04 - Peach - SWEET REI - 102024000383 (cpvoBreeder) | CPVO: 2022-12-06 - Nectarine - SWEET REI - 16501998 (cpvoBreeder) | CPVO: 2022-09-29 - Peach - KIMINOKAORI - 102022000363 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Pierluigi Lucchi,,,,unverified,0,holder_verification_required,critical,28,0,28,Strawberry 28,QZ 21 | BR 5 | CH 1 | US 1,cpvoBreeder:29,CPVO: 2025-12-22 - Strawberry - Dafne - 20252839 (cpvoBreeder) | CPVO: 2025-05-19 - Strawberry - Elodì - 20220856 (cpvoBreeder) | CPVO: 2025-05-15 - Strawberry - KIARA - 218060000312024 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
F.G.Gmitter Jr.,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20260137013,unverified,0,holder_verification_required,critical,28,0,28,Citrus 18 | Citrus-Mandarin Hybrid 6 | Citrus-Sweet Orange 2 | Citrus-Lemon 1,US 10 | QZ 8 | ES 5 | CL 4,breeder:10 | inventor:10,"USPTO: 2026-05-14 - Citrus-Mandarin Hybrid - C4-10-42 - USPPA 20260137013 (breeder, inventor) | USPTO: 2026-05-14 - Citrus-Mandarin Hybrid - RBA 13-18 - USPPA 20260137014 (breeder, inventor) | USPTO: 2025-06-17 - Citrus-Lemon - CE-D5-1-9-42 - USPP 36,742 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Tsuchiya Shichiro,,,,unverified,0,holder_verification_required,critical,28,0,28,Apple 26 | Peach 1 | Plum 1,JP 20 | US 6 | QZ 2,cpvoBreeder:30,CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder) | CPVO: 2023-03-14 - Apple - Rose Pearl - 102017000640 (cpvoBreeder) | CPVO: 2019-04-23 - Apple - BENIMINORI - 32285 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kurihara Akio,,,,unverified,0,holder_verification_required,critical,28,0,28,Pear 11 | Grape 9 | Peach 7 | Strawberry 1,JP 26 | US 2,cpvoBreeder:27,CPVO: 2008-03-13 - Pear - NATSUSHIZUKU - 18647 (cpvoBreeder) | CPVO: 2008-03-05 - Pear - NASHICHUKANBOHON NO1GO - 14912 (cpvoBreeder) | CPVO: 2003-03-17 - Pear - SHUUREI - 12693 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Oiyama Iwao,,,,unverified,0,holder_verification_required,critical,28,0,28,Citrus 27 | Strawberry 1,JP 25 | US 3,cpvoBreeder:27,CPVO: 2011-05-24 - Citrus - TSUNONOZOMI - 25000 (cpvoBreeder) | CPVO: 2008-10-16 - Citrus - KANKITSU KUCHINOTSU 41GO - 19939 (cpvoBreeder) | CPVO: 2005-12-07 - Citrus - REIKOU - 15934 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Harold P. Olmo,,,,unverified,0,holder_verification_required,critical,28,0,28,Grape 28,US 16 | IT 5 | IL 4 | ES 1,cpvoBreeder:9,CPVO: 2022-02-28 - Grape - GRN1 - 20210319 (cpvoBreeder) | CPVO: 2021-05-03 - Grape - GRN1 - 20140202 (cpvoBreeder) | CPVO: 2014-11-12 - Grape - GRN1 - 1344 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
R. Guadalquivir,,,,unverified,0,holder_verification_required,critical,28,0,28,Peach 28,QZ 16 | ES 12,cpvoBreeder:28,CPVO: 2012-06-29 - Peach - ZISUNTRE - 20024471 (cpvoBreeder) | CPVO: 2009-12-25 - Peach - CAUSSOROB - 20024470 (cpvoBreeder) | CPVO: 2009-12-25 - Peach - CAUSSOROB - RVP20024470 (ES) (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
POKROVSKAYa Anna Semenovna,,,,unverified,0,holder_verification_required,critical,28,0,28,Cherry-Sweet 12 | Apricot 12 | Peach 4,RU 28,cpvoBreeder:28,CPVO: 2016-02-12 - Cherry-Sweet - GRANATOVAYa - 69448 (cpvoBreeder) | CPVO: 2006-11-27 - Apricot - TAMAShA - 41023 (cpvoBreeder) | CPVO: 2005-03-15 - Apricot - E'SDELIK - 41021 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
KAChALKIN Mihail VITAL'EVICh,,,,unverified,0,holder_verification_required,critical,28,0,28,Apple 26 | Pear 2,RU 28,cpvoBreeder:28,CPVO: 2014-02-05 - Apple - ROZOVAYa SKAZKA - 61193 (cpvoBreeder) | CPVO: 2014-02-05 - Apple - MANYaShchIJ AROMAT - 61191 (cpvoBreeder) | CPVO: 2014-02-05 - Apple - MALINOVOE OZhEREL'E - 61189 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Tihonov Nikolaj NIKOLAEVICh,,,,unverified,0,holder_verification_required,critical,28,0,28,Apple 17 | Pear 10 | Strawberry 1,RU 28,cpvoBreeder:21,CPVO: 2016-07-28 - Pear - MALINOVKA - 69803 (cpvoBreeder) | CPVO: 2011-01-18 - Apple - MILENA - 46250 (cpvoBreeder) | CPVO: 2011-01-18 - Apple - LOJKO - 47096 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Uno Kivistik,,,,unverified,0,holder_verification_required,critical,28,0,28,Apple 28,QZ 14 | EE 14,cpvoBreeder:28,CPVO: 2012-02-28 - Apple - EERIKA - 1127.0 (EE) (cpvoBreeder) | CPVO: 2010-01-28 - Apple - Tiit - 1174 (cpvoBreeder) | CPVO: 2010-01-28 - Apple - TIIT - 1174.0 (EE) (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Sara Giacomelli,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP32047,unverified,0,holder_verification_required,high,28,0,28,Raspberry 26 | Strawberry 2,QZ 18 | US 8 | JP 2,breeder:5 | inventor:5 | cpvoBreeder:31,"USPTO: 2020-08-11 - Raspberry - Atena - USPP 32,047 (breeder, inventor) | USPTO: 2020-08-04 - Raspberry - Titania - USPP 32,030 (breeder, inventor) | USPTO: 2020-07-21 - Raspberry - Dafne - USPP 31,991 (breeder, inventor)",Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Suesada Yuko,,,,unverified,0,holder_verification_required,high,28,0,28,Peach 14 | Plum 6 | Apricot 4 | Strawberry 4,JP 26 | QZ 2,cpvoBreeder:23,CPVO: 2023-01-25 - Peach - Sakuhime - 102023000070 (cpvoBreeder) | CPVO: 2022-08-17 - Plum - WAGO - 34688 (cpvoBreeder) | CPVO: 2022-08-17 - Plum - REIWA - 34687 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Yoshida Masao,,,,unverified,0,holder_verification_required,high,28,0,28,Peach 20 | Plum 6 | Walnut 1 | Nectarine 1,JP 25 | US 2 | IT 1,cpvoBreeder:27,CPVO: 2008-12-22 - Peach - Akizora - 0029NV/1995_0029NV/1995 (cpvoBreeder) | CPVO: 2004-08-18 - Peach - HAKUSHU - 13719 (cpvoBreeder) | CPVO: 2002-07-10 - Peach - NATSUOTOME - 11815 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
"Laskavyi Viktor Volodymyrovych, Laskavyi Volodymyr Pylypovych",,,,unverified,0,holder_verification_required,high,28,0,28,Cherry-Sweet 12 | Plum 10 | Cherry-Tart 6,UA 28,cpvoBreeder:32,CPVO: 2011-04-22 - Cherry-Tart - Zhadana - 08074001 (cpvoBreeder) | CPVO: 2011-04-15 - Cherry-Tart - Zhadana - 08074001 (cpvoBreeder) | CPVO: 2010-11-29 - Cherry-Tart - Pam'iat` Artemenka - 10074001 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Reinhard Kaneppele,,,,unverified,0,holder_verification_required,critical,27,0,27,Apple 27,QZ 7 | DE 5 | CH 3 | CL 3,cpvoBreeder:26,CPVO: 2023-02-22 - Apple - Fengapi - APP285 (cpvoBreeder) | CPVO: 2022-05-16 - Apple - Fengapi - 21263010 (cpvoBreeder) | CPVO: 2022-01-31 - Apple - FENSTRIPE - 9/317 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Shamay Izhar,,,,unverified,0,holder_verification_required,critical,27,0,27,Strawberry 27,QZ 12 | IL 10 | US 4 | JP 1,cpvoBreeder:11,CPVO: 2018-11-07 - Strawberry - NOA CARMEL - 4630 (cpvoBreeder) | CPVO: 2012-02-13 - Strawberry - SANDRA - 4198 (cpvoBreeder) | CPVO: 2012-02-12 - Strawberry - ZOHAR - 4195 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Olivier Grard,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP30008,unverified,0,holder_verification_required,critical,27,0,27,Apple 27,QZ 13 | FR 6 | US 4 | MA 2,breeder:1 | inventor:1 | cpvoBreeder:21,"USPTO: 2018-12-25 - Apple - Gradisca - USPP 30,008 (breeder, inventor) | CPVO: 2025-11-11 - Apple - GRADISCA - P 2023 295 (cpvoBreeder) | CPVO: 2023-10-31 - Apple - Gradisca - 23263001 (cpvoBreeder)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Doron Holland,,,,unverified,0,holder_verification_required,critical,27,0,27,Almond 9 | Pomegranate 8 | Apricot 6 | Pear 3,IL 16 | US 8 | QZ 3,breeder:2 | inventor:2 | cpvoBreeder:5,"USPTO: 2024-08-23 - Pomegranate - Neta-NY (Neta NY; נטע-ני) - USPVP 202200003 (breeder, inventor) | USPTO: 2016-10-28 - Pomegranate - Shani-Yonay (Shani) - MX PBR 1575 (breeder, inventor) | CPVO: 2021-07-07 - Almond - Matan - 20211809 (cpvoBreeder)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Hirabayashi Toshio,,,,unverified,0,holder_verification_required,critical,27,0,27,Grape 19 | Pear 8,JP 27,cpvoBreeder:33,CPVO: 2025-03-18 - Pear - Hoshiakari - 102017000639 (cpvoBreeder) | CPVO: 2025-03-18 - Pear - Hatsumaru - 102017000673 (cpvoBreeder) | CPVO: 2024-01-22 - Pear - Rinka - 102017000649 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Derek L. Jennings,,,,unverified,0,holder_verification_required,critical,27,0,27,Raspberry 20 | Rubus 5 | Blackberry 2,US 7 | UA 4 | MX 4 | QZ 4,cpvoBreeder:7,CPVO: 2014-01-29 - Raspberry - Joan J - 14296002 (cpvoBreeder) | CPVO: 2014-01-29 - Raspberry - Joan J - 14296002 (cpvoBreeder) | CPVO: 2005-04-13 - Raspberry - Brice - 20050738 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
William Dodd .,Midwest Apple Improvement Association,USPTO breeder string contains entity hint 'Midwest Apple Improvement Association'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37328,unverified,0,holder_verification_required,critical,27,0,27,Apple 27,US 25 | QZ 1 | CA 1,breeder:10 | inventor:10 | cpvoBreeder:4,"USPTO: 2026-03-17 - Apple - MAIA-RZ - USPP 37,328 (breeder, inventor) | USPTO: 2024-08-20 - Apple - MAIA-AM - USPP 36,071 (breeder, inventor) | USPTO: 2022-07-26 - Apple - MAIA-SM - USPP 34,437 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Masuda Tetsuo,,,,unverified,0,holder_verification_required,critical,27,0,27,Apple 24 | Pear 3,JP 19 | US 8,cpvoBreeder:33,CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder) | CPVO: 2023-03-14 - Apple - Rose Pearl - 102017000640 (cpvoBreeder) | CPVO: 2019-04-23 - Apple - BENIMINORI - 32285 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
GRYuNER Maksim ANDREEVICh,,,,unverified,0,holder_verification_required,critical,27,0,27,Grape 27,RU 27,cpvoBreeder:27,CPVO: 2018-02-13 - Grape - TSVAJGEL'T TAMANSKIJ - 71828 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - SOVIN'ON TAMANSKIJ - 72229 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - SIRA TAMANSKAYa - 71827 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Habarov YuRIJ IVANOVICh,,,,unverified,0,holder_verification_required,critical,27,0,27,Plum 11 | Apple 9 | Apricot 4 | Pear 2,RU 27,cpvoBreeder:23,CPVO: 2015-09-14 - Apricot - KUNACh - 63722 (cpvoBreeder) | CPVO: 2014-01-24 - Apricot - KUNACh - 55683 (cpvoBreeder) | CPVO: 2010-12-27 - Plum - NEZhENKA - 29985 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
"Fl, Us Micanopy",,,,unverified,0,holder_verification_required,critical,27,0,27,Blueberry 27,US 27,,,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Saito Toshihiro,,,,unverified,0,holder_verification_required,high,27,0,27,Pear 17 | Grape 10,JP 24 | US 2 | QZ 1,cpvoBreeder:36,CPVO: 2026-02-27 - Grape - SUNNY HEART - 173/3 (cpvoBreeder) | CPVO: 2025-03-31 - Grape - Sunny Heart - 102025000131 (cpvoBreeder) | CPVO: 2025-03-18 - Pear - Hoshiakari - 102017000639 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
"Ústav experimentální botaniky AV ČR, v.v.i. (CZ)",,,,unverified,0,holder_verification_required,high,27,0,27,Apple 27,CZ 27,cpvoBreeder:27,CPVO: 2014-01-30 - Apple - UEB-3366/1 - 1865 (cpvoBreeder) | CPVO: 2014-01-30 - Apple - UEB 3366 1 - 1865 (cpvoBreeder) | CPVO: 2006-05-20 - Apple - Sonet - 1500 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Roberto Jaime García Padilla,,,,unverified,0,holder_verification_required,high,27,0,27,Papaya 27,MX 15 | US 10 | QZ 2,breeder:10 | inventor:10 | cpvoBreeder:17,"USPTO: 2021-07-30 - Papaya - Ceragu - USPVP 201700044 (breeder, inventor) | USPTO: 2021-07-30 - Papaya - Sweet Sense (Hybrid 47) - USPVP 201900281 (breeder, inventor) | USPTO: 2021-06-18 - Papaya - Rosa Pink OFP - MX PBR 2714 (breeder, inventor)",Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Isaev Sergej IVANOVICh,,,,unverified,0,holder_verification_required,high,27,0,27,Apple 27,RU 27,cpvoBreeder:27,CPVO: 2006-11-16 - Apple - MOSKVIChKA - 40841 (cpvoBreeder) | CPVO: 2004-12-28 - Apple - POLIVITAMINNOE - 40842 (cpvoBreeder) | CPVO: 2004-12-28 - Apple - IZBRANNITSA - 34855 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
